timestep,net_demand_normalized,net_demand_mw
745,0.58773476,11226.083
746,0.58904797,11251.167
747,0.5903612,11276.25
748,0.5916744,11301.333
749,0.59298766,11326.417
750,0.59430087,11351.5
751,0.5956141,11376.583
752,0.5969273,11401.667
753,0.59824055,11426.75
754,0.59955376,11451.833
755,0.600867,11476.917
756,0.6021802,11502.0
757,0.6036287,11529.667
758,0.60507715,11557.333
759,0.6065256,11585.0
760,0.60797405,11612.667
761,0.60942256,11640.333
762,0.610871,11668.0
763,0.61231947,11695.667
764,0.613768,11723.333
765,0.61521643,11751.0
766,0.6166649,11778.667
767,0.6181134,11806.333
768,0.61956185,11834.0
769,0.62202686,11881.083
770,0.6244919,11928.167
771,0.6269569,11975.25
772,0.62942195,12022.333
773,0.63188696,12069.417
774,0.63435197,12116.5
775,0.636817,12163.583
776,0.639282,12210.667
777,0.641747,12257.75
778,0.64421207,12304.833
779,0.6466771,12351.917
780,0.6491421,12399.0
781,0.6518689,12451.083
782,0.6545957,12503.167
783,0.65732247,12555.25
784,0.66004926,12607.333
785,0.66277605,12659.417
786,0.66550285,12711.5
787,0.66822964,12763.583
788,0.67095643,12815.667
789,0.6736832,12867.75
790,0.67641,12919.833
791,0.6791368,12971.917
792,0.68186355,13024.0
793,0.684237,13069.333
794,0.6866104,13114.667
795,0.6889838,13160.0
796,0.6913572,13205.333
797,0.6937306,13250.667
798,0.696104,13296.0
799,0.6984774,13341.333
800,0.7008508,13386.667
801,0.7032242,13432.0
802,0.7055976,13477.333
803,0.707971,13522.667
804,0.7103444,13568.0
805,0.7127003,13613.0
806,0.71505624,13658.0
807,0.71741223,13703.0
808,0.71976817,13748.0
809,0.7221241,13793.0
810,0.72448003,13838.0
811,0.726836,13883.0
812,0.72919196,13928.0
813,0.7315479,13973.0
814,0.7339038,14018.0
815,0.73625976,14063.0
816,0.73861575,14108.0
817,0.73951447,14125.167
818,0.74041325,14142.333
819,0.74131197,14159.5
820,0.74221075,14176.667
821,0.74310946,14193.833
822,0.74400824,14211.0
823,0.74490696,14228.167
824,0.74580574,14245.333
825,0.74670446,14262.5
826,0.74760324,14279.667
827,0.748502,14296.833
828,0.74940073,14314.0
829,0.75094956,14343.583
830,0.7524984,14373.167
831,0.7540472,14402.75
832,0.755596,14432.333
833,0.7571448,14461.917
834,0.75869364,14491.5
835,0.76024246,14521.083
836,0.7617913,14550.667
837,0.7633401,14580.25
838,0.7648889,14609.833
839,0.7664377,14639.417
840,0.76798654,14669.0
841,0.76661223,14642.75
842,0.7652379,14616.5
843,0.7638636,14590.25
844,0.7624893,14564.0
845,0.761115,14537.75
846,0.7597407,14511.5
847,0.7583664,14485.25
848,0.7569921,14459.0
849,0.7556178,14432.75
850,0.7542435,14406.5
851,0.7528692,14380.25
852,0.7514949,14354.0
853,0.7490255,14306.833
854,0.74655616,14259.667
855,0.74408674,14212.5
856,0.7416174,14165.333
857,0.739148,14118.167
858,0.7366786,14071.0
859,0.73420924,14023.833
860,0.7317399,13976.667
861,0.72927046,13929.5
862,0.7268011,13882.333
863,0.72433174,13835.167
864,0.7218623,13788.0
865,0.7206669,13765.167
866,0.71947145,13742.333
867,0.7182761,13719.5
868,0.71708065,13696.667
869,0.7158852,13673.833
