timestamp_utc,price_usd_mwh
2025-05-18 07:00:00+00:00,22.76023
2025-05-18 08:00:00+00:00,22.87677
2025-05-18 09:00:00+00:00,22.95233
2025-05-18 10:00:00+00:00,22.63256
2025-05-18 11:00:00+00:00,22.70156
2025-05-18 12:00:00+00:00,22.9
2025-05-18 13:00:00+00:00,15.0
2025-05-18 14:00:00+00:00,-0.92809
2025-05-18 15:00:00+00:00,-4.83408
2025-05-18 16:00:00+00:00,-12.49792
2025-05-18 17:00:00+00:00,-26.44596
2025-05-18 18:00:00+00:00,-26.47938
2025-05-18 19:00:00+00:00,-26.68222
2025-05-18 20:00:00+00:00,-26.90072
2025-05-18 21:00:00+00:00,-25.01997
2025-05-18 22:00:00+00:00,-26.64462
2025-05-18 23:00:00+00:00,-15.90699
2025-05-19 00:00:00+00:00,-7.97871
2025-05-19 01:00:00+00:00,10.5879
2025-05-19 02:00:00+00:00,26.10591
2025-05-19 03:00:00+00:00,28.92559
2025-05-19 04:00:00+00:00,28.96675
2025-05-19 05:00:00+00:00,24.62724
2025-05-19 06:00:00+00:00,25.22469
2025-05-19 07:00:00+00:00,25.12647
2025-05-19 08:00:00+00:00,23.55966
2025-05-19 09:00:00+00:00,23.17852
2025-05-19 10:00:00+00:00,23.23962
2025-05-19 11:00:00+00:00,24.52707
2025-05-19 12:00:00+00:00,28.37324
2025-05-19 13:00:00+00:00,28.31287
2025-05-19 14:00:00+00:00,12.1
2025-05-19 15:00:00+00:00,9.1666
2025-05-19 16:00:00+00:00,6.36207
2025-05-19 17:00:00+00:00,0.61809
2025-05-19 18:00:00+00:00,0.00522
2025-05-19 19:00:00+00:00,-0.59867
2025-05-19 20:00:00+00:00,-0.86565
2025-05-19 21:00:00+00:00,0.57518
2025-05-19 22:00:00+00:00,2.94529
2025-05-19 23:00:00+00:00,3.3
2025-05-20 00:00:00+00:00,6.43221
2025-05-20 01:00:00+00:00,27.86733
2025-05-20 02:00:00+00:00,32.37912
2025-05-20 03:00:00+00:00,33.85182
2025-05-20 04:00:00+00:00,32.47999
2025-05-20 05:00:00+00:00,32.81899
2025-05-20 06:00:00+00:00,32.16598
2025-05-20 07:00:00+00:00,27.78
2025-05-20 08:00:00+00:00,26.65464
2025-05-20 09:00:00+00:00,25.74001
2025-05-20 10:00:00+00:00,25.66685
2025-05-20 11:00:00+00:00,28.09397
2025-05-20 12:00:00+00:00,29.9229
2025-05-20 13:00:00+00:00,28.13462
2025-05-20 14:00:00+00:00,21.44
2025-05-20 15:00:00+00:00,14.60621
2025-05-20 16:00:00+00:00,8.84941
2025-05-20 17:00:00+00:00,1.91532
2025-05-20 18:00:00+00:00,1.63437
2025-05-20 19:00:00+00:00,1.19195
2025-05-20 20:00:00+00:00,4.12385
2025-05-20 21:00:00+00:00,4.34446
2025-05-20 22:00:00+00:00,8.80736
2025-05-20 23:00:00+00:00,12.93194
2025-05-21 00:00:00+00:00,23.1498
2025-05-21 01:00:00+00:00,35.48477
2025-05-21 02:00:00+00:00,47.6942
2025-05-21 03:00:00+00:00,47.82973
2025-05-21 04:00:00+00:00,43.62276
2025-05-21 05:00:00+00:00,34.36067
2025-05-21 06:00:00+00:00,33.01449
2025-05-21 07:00:00+00:00,42.72264
2025-05-21 08:00:00+00:00,40.26619
2025-05-21 09:00:00+00:00,38.6007
2025-05-21 10:00:00+00:00,38.10646
2025-05-21 11:00:00+00:00,40.82
2025-05-21 12:00:00+00:00,42.73657
2025-05-21 13:00:00+00:00,38.8177
2025-05-21 14:00:00+00:00,26.96947
2025-05-21 15:00:00+00:00,19.79398
2025-05-21 16:00:00+00:00,16.31143
2025-05-21 17:00:00+00:00,14.16904
2025-05-21 18:00:00+00:00,13.2465
2025-05-21 19:00:00+00:00,13.58656
2025-05-21 20:00:00+00:00,16.24555
2025-05-21 21:00:00+00:00,16.85273
2025-05-21 22:00:00+00:00,20.22296
2025-05-21 23:00:00+00:00,24.50119
2025-05-22 00:00:00+00:00,31.77887
2025-05-22 01:00:00+00:00,46.26827
2025-05-22 02:00:00+00:00,57.39681
2025-05-22 03:00:00+00:00,57.74256
2025-05-22 04:00:00+00:00,50.81816
2025-05-22 05:00:00+00:00,40.19656
2025-05-22 06:00:00+00:00,37.71846
2025-05-22 07:00:00+00:00,35.5499
