collection_id,submit_time,end_time,duration_sec,scheduling_class,priority,job_type,terminal_type,num_tasks,avg_cpu_request,avg_mem_request,total_cpu_request,total_mem_request
10163865115,0,,,3,450,service,,1,0.008544921875,0.0103912353515625,0.008544921875,0.0103912353515625
374780783756,0,,,1,105,batch,,2000,0.0081024169921875,0.01171875,18.1494140625,26.25
10163832344,0,,,3,450,service,,1,0.0026397705078125,0.0013980865478515625,0.0026397705078125,0.0013980865478515625
374895713046,0,,,3,200,service,,1,0.0079193115234375,0.00650787353515625,0.0079193115234375,0.00650787353515625
81737367282,0,,,2,360,service,,1,0.0018482208251953125,0.02886962890625,0.0018482208251953125,0.02886962890625
99498789016,0,,,1,200,service,,28,0.008012390136718752,0.002024502224392361,0.36055755615234375,0.09110260009765625
350675610917,0,,,2,200,service,,2,0.0020732879638671875,0.000717057122124566,0.018659591674804688,0.006453514099121094
93961861698,0,,,3,200,service,,3,0.0038311004638671873,0.0021116256713867186,0.038311004638671875,0.021116256713867188
372874275857,0,,,2,200,service,,2,0.00405120849609375,0.00521087646484375,0.0081024169921875,0.0104217529296875
77637987895,0,,,1,200,service,,2,0.0003190040588378906,0.0007932186126708984,0.002552032470703125,0.0063457489013671875
374994395499,0,13130565212,13130.565212,0,200,service,5,1,0.00047969818115234375,0.0008640289306640625,0.00047969818115234375,0.0008640289306640625
56236544679,0,,,3,200,service,,3,0.0081024169921875,0.0006554467337472098,0.113433837890625,0.009176254272460938
10164119885,0,,,3,450,service,,1,0.0,0.003406524658203125,0.0,0.003406524658203125
373159887772,0,,,1,200,service,,1,0.022003173828125,0.0172119140625,0.022003173828125,0.0172119140625
113747646120,0,,,2,200,service,,10,0.04145711180250079,0.04168701171875,101.90158081054688,102.4666748046875
93617356320,0,,,2,200,service,,24,0.0005410865501121238,0.0007549332983699845,0.04382801055908203,0.06114959716796875
374618885126,0,,,2,360,service,,1,0.003520965576171875,0.007916259765625,0.017604827880859375,0.039581298828125
114470651399,0,,,1,200,service,,3,0.00440216064453125,0.026031494140625,0.0792388916015625,0.46856689453125
76719156208,0,,,2,360,service,,1,0.031734466552734375,0.006489753723144531,0.1269378662109375,0.025959014892578125
93617356374,0,,,2,200,service,,2,0.001304520501030816,0.0016758706834581162,0.023481369018554688,0.030165672302246094
199828873602,0,,,2,200,service,,1,0.0648193359375,0.04168701171875,0.25927734375,0.166748046875
97659174150,0,,,2,115,service,,5,0.013744941124549277,0.019198491023137018,0.17868423461914062,0.24958038330078125
372915315247,0,,,3,119,service,,3,0.004698095917218309,0.0019900460409518626,11.585504531860352,4.907453536987305
19519350837,0,,,2,200,service,,110,0.016190508047045585,0.0039042885126505285,14.83050537109375,3.5763282775878906
339149901422,0,,,3,200,service,,1,0.0004405975341796875,0.0009584426879882812,0.00176239013671875,0.003833770751953125
111215674625,0,,,1,115,batch,,1,0.0011733373006184895,0.0009655422634548611,0.010560035705566406,0.00868988037109375
374590351774,0,,,1,200,service,,15,0.003534424171019136,0.0023654551988237364,0.3145637512207031,0.2105255126953125
374590277352,0,,,1,200,service,,9,0.0004526993324016703,0.0015440316035829741,0.013128280639648438,0.04477691650390625
145849297126,0,,,1,200,service,,20,0.0081024169921875,0.000873565673828125,0.1701507568359375,0.018344879150390625
54905938749,0,,,1,200,service,,1,0.011444091796875,0.0078125,0.20599365234375,0.140625
300499486747,0,,,2,360,service,,1,0.0008513132731119791,0.006291707356770833,0.0025539398193359375,0.0188751220703125
259837768638,0,,,2,200,service,,2,0.0040628082268996035,0.005208025747412178,135.72623443603516,173.98451614379883
361735588300,0,,,2,115,service,,1,0.00940093994140625,0.00505218505859375,0.04700469970703125,0.02526092529296875
374839621391,0,,,2,200,service,,1,0.016204833984375,0.00650787353515625,0.016204833984375,0.00650787353515625
374998370648,0,1924700903,1924.700903,1,200,service,6,1,0.00096893310546875,0.003414154052734375,0.00096893310546875,0.003414154052734375
87827737591,0,,,2,200,service,,2,0.008385848999023436,0.003705819447835285,1.0063018798828125,0.4446983337402344
349543851153,0,,,3,450,service,,1,0.0,0.002681732177734375,0.0,0.002681732177734375
374760658070,0,,,3,119,service,,1,0.0081024169921875,0.00390625,0.0081024169921875,0.00390625
374590373240,0,,,1,200,service,,15,0.0004405975341796875,0.0014106297897080245,0.025995254516601562,0.08322715759277344
81737343694,0,,,2,360,service,,1,0.001232147216796875,0.03143310546875,0.001232147216796875,0.03143310546875
103625243194,0,,,3,450,service,,1,0.0014057159423828125,0.0006513595581054688,0.0014057159423828125,0.0006513595581054688
330587213089,0,,,2,360,service,,2500,0.022349539829083487,0.0013027191162109375,25304.2607421875,1474.9450969696045
